275;1;2;9059;9141;9143
278;5;11;9213;9213;9224
279;1;81;9253;9253;9334
280;6;39;9285;9335;9374
281;5;2;9362;9375;9377
282;5;8;9468;9468;9476
283;2;21;9498;9498;9519
284;2;10;9546;9546;9556
285;9;34;9601;9601;9635
286;1;4;9606;9636;9640
287;8;2;9683;9683;9685
288;9;28;9904;9904;9932
